Transaction_ID,T_Date,Reciving_ID,Sending_ID,Explanation
756,1993-6-15,420,,My Deposit
757,1990-6-6,421,,My Deposit
758,1994-5-24,422,,My Deposit
759,2008-6-16,423,,My Deposit
760,2005-1-6,424,,My Deposit
761,2003-10-15,425,,My Deposit
762,2004-9-13,426,,My Deposit
763,1998-1-4,427,,My Deposit
764,2013-11-13,428,,My Deposit
765,2019-12-19,429,,My Deposit
766,2002-10-11,430,,My Deposit
767,2007-11-15,431,,My Deposit
768,1994-8-8,432,,My Deposit
769,2009-12-21,433,,My Deposit
770,1991-8-17,434,,My Deposit
771,1994-5-17,435,,My Deposit
772,2019-8-11,436,,My Deposit
773,2019-6-21,437,,My Deposit
774,2002-12-10,438,,My Deposit
775,2005-6-14,439,,My Deposit
776,2001-10-20,440,,My Deposit
777,2010-5-15,441,,My Deposit
778,1995-8-4,442,,My Deposit
779,2006-9-6,443,,My Deposit
780,2016-1-13,444,,My Deposit
781,1995-11-14,445,,My Deposit
782,2009-8-12,446,,My Deposit
783,1999-3-23,447,,My Deposit
784,1998-1-22,448,,My Deposit
785,2012-10-31,449,,My Deposit
786,2010-6-24,450,,My Deposit
787,2015-10-13,451,,My Deposit
788,2012-10-25,452,,My Deposit
789,2005-2-25,453,,My Deposit
790,2018-11-19,454,,My Deposit
791,1996-1-29,455,,My Deposit
792,1990-11-29,456,,My Deposit
793,2000-6-10,457,,My Deposit
794,2020-6-10,458,,My Deposit
795,1993-8-16,459,,My Deposit
796,2008-9-13,460,,My Deposit
797,1995-8-22,461,,My Deposit
798,2003-5-7,462,,My Deposit
799,1994-3-27,463,,My Deposit
800,2009-3-22,464,,My Deposit
801,2008-1-15,465,,My Deposit
802,1997-11-25,466,,My Deposit
803,2019-12-3,467,,My Deposit
804,2002-1-20,468,,My Deposit
805,2001-9-26,469,,My Deposit
806,1996-8-31,470,,My Deposit
807,1999-11-29,471,,My Deposit
808,2017-12-30,472,,My Deposit
809,1998-1-21,473,,My Deposit
810,1997-6-1,474,,My Deposit
811,1991-11-16,475,,My Deposit
812,1994-10-24,476,,My Deposit
813,2001-9-16,477,,My Deposit
814,2018-10-7,478,,My Deposit
815,2003-5-31,479,,My Deposit
816,2020-5-3,480,,My Deposit
817,2012-5-25,481,,My Deposit
818,1994-12-14,482,,My Deposit
819,2015-7-12,483,,My Deposit
820,1995-2-28,484,,My Deposit
821,1995-5-20,485,,My Deposit
822,1991-11-30,486,,My Deposit
823,1998-2-23,487,,My Deposit
824,2009-3-19,488,,My Deposit
825,2000-7-17,489,,My Deposit
826,2003-1-4,490,,My Deposit
827,2014-11-20,491,,My Deposit
828,2001-8-13,492,,My Deposit
829,1991-9-20,493,,My Deposit
830,2016-3-17,494,,My Deposit
831,2012-12-10,495,,My Deposit
832,2011-7-22,496,,My Deposit
833,1996-6-4,497,,My Deposit
834,2005-9-21,498,,My Deposit
835,1993-10-3,499,,My Deposit
836,2019-1-14,500,,My Deposit
837,1995-5-22,501,,My Deposit
838,1995-4-11,502,,My Deposit
839,2015-4-9,503,,My Deposit
840,1992-10-5,504,,My Deposit
841,1999-1-19,505,,My Deposit
842,2018-7-14,506,,My Deposit
843,2013-5-30,507,,My Deposit
844,2013-11-21,508,,My Deposit
845,1998-7-9,509,,My Deposit
846,2019-9-15,510,,My Deposit
847,2002-2-28,511,,My Deposit
848,1999-8-12,512,,My Deposit
849,2003-7-22,513,,My Deposit
850,2012-4-26,514,,My Deposit
851,2011-1-5,515,,My Deposit
852,1994-11-7,516,,My Deposit
853,1991-6-6,517,,My Deposit
854,2002-2-16,518,,My Deposit
855,2000-10-26,519,,My Deposit
856,1993-7-6,520,,My Deposit
857,2004-6-7,521,,My Deposit
858,1991-6-29,522,,My Deposit
859,2012-9-13,523,,My Deposit
860,1990-8-4,524,,My Deposit
861,2013-8-5,525,,My Deposit
862,2016-8-14,526,,My Deposit
863,2009-8-24,527,,My Deposit
864,2008-1-8,528,,My Deposit
865,2011-2-16,529,,My Deposit
866,2011-2-20,530,,My Deposit
867,2007-11-14,531,,My Deposit
868,2005-4-23,532,,My Deposit
869,2002-9-4,533,,My Deposit
870,2001-12-14,534,,My Deposit
871,2008-4-2,535,,My Deposit
872,2007-4-9,536,,My Deposit
873,2003-1-31,537,,My Deposit
874,2016-2-25,538,,My Deposit
875,1993-6-1,539,,My Deposit
876,2010-2-1,540,,My Deposit
877,2020-1-1,541,,My Deposit
878,1995-5-1,542,,My Deposit
879,1991-11-19,543,,My Deposit
880,2003-12-30,544,,My Deposit
881,1999-12-13,545,,My Deposit
882,1995-2-24,546,,My Deposit
883,2011-8-28,547,,My Deposit
884,2005-5-15,548,,My Deposit
885,1992-12-5,549,,My Deposit
886,1992-10-4,550,,My Deposit
887,1993-3-9,551,,My Deposit
888,2009-7-2,552,,My Deposit
889,2008-6-14,553,,My Deposit
890,2015-11-25,554,,My Deposit
891,2013-1-17,555,,My Deposit
892,2016-12-2,556,,My Deposit
893,2019-4-27,557,,My Deposit
894,2015-6-17,558,,My Deposit
895,2001-7-26,559,,My Deposit
896,1997-10-26,560,,My Deposit
897,2006-7-18,561,,My Deposit
898,2017-9-10,562,,My Deposit
899,2014-11-27,563,,My Deposit
900,2015-5-28,564,,My Deposit
901,1998-1-28,565,,My Deposit
902,2005-6-29,566,,My Deposit
903,1999-1-24,567,,My Deposit
904,2013-8-3,568,,My Deposit
905,2012-6-5,569,,My Deposit
906,1996-6-28,570,,My Deposit
907,2010-10-26,571,,My Deposit
908,1998-5-3,572,,My Deposit
909,2007-6-3,573,,My Deposit
910,1994-6-26,574,,My Deposit
911,2007-12-5,575,,My Deposit
912,2018-7-30,576,,My Deposit
913,1992-7-6,577,,My Deposit
914,1991-6-22,578,,My Deposit
915,1996-7-14,579,,My Deposit
916,1998-9-28,580,,My Deposit
917,1999-2-12,581,,My Deposit
918,2002-12-15,582,,My Deposit
919,1992-5-13,583,,My Deposit
920,2012-12-28,584,,My Deposit
921,2002-4-4,585,,My Deposit
922,2011-12-5,586,,My Deposit
923,2003-9-20,587,,My Deposit
924,2003-4-6,588,,My Deposit
925,2004-6-19,589,,My Deposit
926,2008-10-17,590,,My Deposit
927,2006-7-28,591,,My Deposit
928,2011-6-7,592,,My Deposit
929,1997-9-17,593,,My Deposit
930,1990-9-12,594,,My Deposit
931,2010-5-31,595,,My Deposit
932,2010-10-28,596,,My Deposit
933,2007-7-3,597,,My Deposit
934,1999-6-29,598,,My Deposit
935,1994-11-2,599,,My Deposit
936,2003-1-12,600,,My Deposit
937,1997-10-24,601,,My Deposit
938,2008-7-22,602,,My Deposit
939,1996-1-31,603,,My Deposit
940,2018-11-12,604,,My Deposit
941,2003-8-18,605,,My Deposit
942,2009-12-17,606,,My Deposit
943,2012-4-5,607,,My Deposit
944,2002-9-29,608,,My Deposit
945,2020-3-12,609,,My Deposit
946,2017-5-19,610,,My Deposit
947,1995-1-2,611,,My Deposit
948,2002-8-19,612,,My Deposit
949,2016-7-3,613,,My Deposit
950,1994-12-23,614,,My Deposit
951,2015-11-22,615,,My Deposit
952,2007-1-9,616,,My Deposit
953,2003-10-19,617,,My Deposit
954,2014-3-29,618,,My Deposit
955,2009-4-17,619,,My Deposit
956,1990-9-14,620,,My Deposit
957,2004-2-23,621,,My Deposit
958,1995-3-14,622,,My Deposit
959,2009-12-6,623,,My Deposit
960,2006-1-23,624,,My Deposit
961,1999-4-17,625,,My Deposit
962,1999-9-19,626,,My Deposit
963,2011-10-28,627,,My Deposit
964,2016-3-12,628,,My Deposit
965,2014-4-30,629,,My Deposit
966,2009-2-2,630,,My Deposit
967,2010-12-16,631,,My Deposit
968,2001-5-19,632,,My Deposit
969,2012-6-10,633,,My Deposit
970,1994-11-26,634,,My Deposit
971,2005-9-14,635,,My Deposit
972,2001-8-9,636,,My Deposit
973,1993-3-18,637,,My Deposit
974,2014-9-5,638,,My Deposit
975,1999-6-26,639,,My Deposit
976,2015-4-5,640,,My Deposit
977,2007-4-17,641,,My Deposit
978,2007-7-18,642,,My Deposit
979,1994-2-19,643,,My Deposit
980,2004-4-2,644,,My Deposit
981,2013-11-2,645,,My Deposit
982,2020-3-27,646,,My Deposit
983,2001-5-24,647,,My Deposit
984,1995-8-20,648,,My Deposit
985,2011-6-17,649,,My Deposit
986,1995-12-12,650,,My Deposit
987,1992-12-6,651,,My Deposit
988,1991-11-11,652,,My Deposit
989,2012-3-20,653,,My Deposit
990,2000-8-8,654,,My Deposit
991,1998-10-18,655,,My Deposit
992,2009-7-21,656,,My Deposit
993,2002-3-9,657,,My Deposit
994,2007-3-14,658,,My Deposit
995,2014-10-29,659,,My Deposit
996,2011-11-21,660,,My Deposit
997,1993-6-3,661,,My Deposit
998,2004-10-9,662,,My Deposit
999,2009-7-25,663,,My Deposit
1000,2011-5-24,664,,My Deposit
1001,2012-5-21,665,,My Deposit
1002,2011-4-12,666,,My Deposit
1003,1992-3-30,667,,My Deposit
1004,1999-6-29,668,,My Deposit
1005,1991-2-10,669,,My Deposit
1006,2005-5-2,670,,My Deposit
1007,2020-1-17,671,,My Deposit
1008,2015-8-9,672,,My Deposit
1009,1999-10-26,673,,My Deposit
1010,2014-3-1,674,,My Deposit
1011,2004-4-12,675,,My Deposit
1012,2012-5-28,676,,My Deposit
1013,2005-1-29,677,,My Deposit
1014,2001-4-29,678,,My Deposit
1015,2004-11-7,679,,My Deposit
1016,2005-6-9,680,,My Deposit
1017,1993-11-9,681,,My Deposit
1018,2016-9-20,682,,My Deposit
1019,2006-8-18,683,,My Deposit
1020,2002-2-1,684,,My Deposit
1021,1998-5-21,685,,My Deposit
1022,2020-5-3,686,,My Deposit
1023,2004-3-30,687,,My Deposit
1024,2000-10-6,688,,My Deposit
1025,2017-11-30,689,,My Deposit
1026,1995-11-30,690,,My Deposit
1027,2017-7-12,691,,My Deposit
1028,2014-11-12,692,,My Deposit
1029,2012-12-7,693,,My Deposit
1030,2004-5-21,694,,My Deposit
1031,1996-2-28,695,,My Deposit
1032,1992-12-4,696,,My Deposit
1033,2015-10-16,697,,My Deposit
1034,2002-2-5,698,,My Deposit
1035,2003-7-15,699,,My Deposit
1036,2007-9-6,700,,My Deposit
1037,2018-4-16,701,,My Deposit
1038,1993-5-21,702,,My Deposit
1039,2000-2-27,703,,My Deposit
1040,2004-2-11,704,,My Deposit
1041,2017-11-21,705,,My Deposit
1042,1991-11-6,706,,My Deposit
1043,2011-9-6,707,,My Deposit
1044,2006-7-19,708,,My Deposit
1045,2019-6-8,709,,My Deposit
1046,2003-6-13,710,,My Deposit
1047,2014-11-11,711,,My Deposit
1048,1994-3-26,712,,My Deposit
1049,2007-8-19,713,,My Deposit
1050,2017-2-4,714,,My Deposit
1051,2017-9-26,715,,My Deposit
1052,2018-3-17,716,,My Deposit
1053,1993-1-15,717,,My Deposit
1054,1998-10-16,718,,My Deposit
1055,2000-3-31,719,,My Deposit
1056,2008-4-20,720,,My Deposit
1057,2010-1-22,721,,My Deposit
1058,2013-7-25,722,,My Deposit
1059,1991-11-19,723,,My Deposit
1060,2016-6-24,724,,My Deposit
1061,2012-5-3,725,,My Deposit
1062,2002-1-2,726,,My Deposit
1063,2003-4-19,727,,My Deposit
1064,2001-3-21,728,,My Deposit
1065,1998-7-16,729,,My Deposit
1066,2005-1-12,730,,My Deposit
1067,1997-11-17,731,,My Deposit
1068,2001-2-8,732,,My Deposit
1069,1994-8-9,733,,My Deposit
1070,2003-7-20,734,,My Deposit
1071,1990-11-17,735,,My Deposit
1072,2019-1-21,736,,My Deposit
1073,2006-1-4,737,,My Deposit
1074,2011-8-13,738,,My Deposit
1075,1998-11-10,739,,My Deposit
1076,2013-11-25,740,,My Deposit
1077,2018-9-3,741,,My Deposit
1078,2001-5-26,742,,My Deposit
1079,2015-5-18,743,,My Deposit
1080,2008-2-1,744,,My Deposit
1081,1991-6-27,745,,My Deposit
1082,2011-10-5,746,,My Deposit
1083,2014-1-10,747,,My Deposit
1084,2004-7-17,748,,My Deposit
1085,1998-12-9,749,,My Deposit
1086,1997-5-2,750,,My Deposit
1087,1990-11-12,751,,My Deposit
1088,2005-12-20,752,,My Deposit
1089,2013-12-11,753,,My Deposit
1090,2014-2-14,754,,My Deposit
1091,2013-3-31,755,,My Deposit
1092,2018-2-23,756,,My Deposit
1093,2009-8-14,757,,My Deposit
1094,1994-8-27,758,,My Deposit
1095,1991-6-5,759,,My Deposit
1096,2001-5-23,760,,My Deposit
1097,2008-4-17,761,,My Deposit
1098,2001-10-8,762,,My Deposit
1099,1998-2-3,763,,My Deposit
1100,2009-9-10,764,,My Deposit
1101,2000-7-30,765,,My Deposit
1102,2019-8-4,766,,My Deposit
1103,2003-1-29,767,,My Deposit
1104,1990-9-10,768,,My Deposit
1105,2001-8-26,769,,My Deposit
1106,2000-8-5,770,,My Deposit
1107,2002-8-24,771,,My Deposit
1108,2013-5-9,772,,My Deposit
1109,2002-9-9,773,,My Deposit
1110,2015-6-23,774,,My Deposit
1111,1995-9-25,775,,My Deposit
1112,2014-9-3,776,,My Deposit
1113,2019-6-28,777,,My Deposit
1114,2019-5-12,778,,My Deposit
1115,1995-11-9,779,,My Deposit
1116,2017-1-20,780,,My Deposit
1117,2000-10-6,781,,My Deposit
1118,2008-5-6,782,,My Deposit
1119,2014-8-22,783,,My Deposit
1120,1996-6-10,784,,My Deposit
1121,1992-10-10,785,,My Deposit
1122,2007-11-5,786,,My Deposit
1123,2005-12-16,787,,My Deposit
1124,2014-4-29,788,,My Deposit
1125,2014-11-7,789,,My Deposit
1126,2016-7-30,790,,My Deposit
1127,1998-3-21,791,,My Deposit
1128,1991-8-24,792,,My Deposit
1129,2014-12-27,793,,My Deposit
1130,2017-3-12,794,,My Deposit
1131,2012-2-8,795,,My Deposit
1132,2020-5-15,796,,My Deposit
1133,2004-8-14,797,,My Deposit
1134,1997-11-21,798,,My Deposit
1135,2000-7-15,799,,My Deposit
1136,1994-4-28,800,,My Deposit
1137,2010-4-5,801,,My Deposit
1138,2001-3-19,802,,My Deposit
1139,1999-1-12,803,,My Deposit
1140,1997-6-27,804,,My Deposit
1141,2002-2-13,805,,My Deposit
1142,2013-12-22,806,,My Deposit
1143,1998-5-1,807,,My Deposit
1144,2015-3-4,808,,My Deposit
1145,2019-11-1,809,,My Deposit
1146,1999-10-31,810,,My Deposit
1147,2005-12-13,811,,My Deposit
1148,2003-9-29,812,,My Deposit
1149,2012-5-2,813,,My Deposit
1150,2017-9-16,814,,My Deposit
1151,2005-12-4,815,,My Deposit
1152,2012-2-11,816,,My Deposit
1153,2002-7-2,817,,My Deposit
1154,2008-1-6,818,,My Deposit
1155,2008-5-27,819,,My Deposit
1156,2013-2-10,820,,My Deposit
1157,2011-7-5,821,,My Deposit
1158,2000-5-6,822,,My Deposit
1159,1994-3-31,823,,My Deposit
1160,2013-7-11,824,,My Deposit
1161,2009-10-24,825,,My Deposit
1162,2015-4-30,826,,My Deposit
1163,1991-3-31,827,,My Deposit
1164,2007-2-11,828,,My Deposit
1165,2019-5-27,829,,My Deposit
1166,2008-12-28,830,,My Deposit
1167,1990-12-1,831,,My Deposit
1168,1998-12-11,832,,My Deposit
1169,2008-3-15,833,,My Deposit
1170,2016-4-17,834,,My Deposit
1171,2006-5-13,835,,My Deposit
1172,2012-1-9,836,,My Deposit
1173,2018-4-5,837,,My Deposit
1174,2003-12-6,838,,My Deposit
1175,1993-2-14,839,,My Deposit
1176,2013-2-14,840,,My Deposit
1177,2013-1-31,841,,My Deposit
1178,2010-1-25,842,,My Deposit
1179,2016-2-23,843,,My Deposit
1180,2004-1-26,844,,My Deposit
1181,2010-11-12,845,,My Deposit
1182,2014-8-14,846,,My Deposit
1183,1995-1-5,847,,My Deposit
1184,2003-1-7,848,,My Deposit
1185,2002-10-10,849,,My Deposit
1186,2015-5-1,850,,My Deposit
1187,1993-11-16,851,,My Deposit
1188,2004-3-7,852,,My Deposit
1189,2005-7-24,853,,My Deposit
1190,2006-11-4,854,,My Deposit
1191,2017-3-29,855,,My Deposit
1192,2019-2-20,856,,My Deposit
1193,1991-3-22,857,,My Deposit
1194,2013-7-24,858,,My Deposit
1195,2006-10-31,859,,My Deposit
1196,1998-8-14,860,,My Deposit
1197,1994-9-20,861,,My Deposit
1198,1995-3-7,862,,My Deposit
1199,2003-10-10,863,,My Deposit
1200,2014-11-23,864,,My Deposit
1201,2013-7-9,865,,My Deposit
1202,2012-4-7,866,,My Deposit
1203,2015-5-24,867,,My Deposit
1204,1991-12-22,868,,My Deposit
1205,2000-8-11,869,,My Deposit
1206,2008-11-25,870,,My Deposit
1207,2000-8-8,871,,My Deposit
1208,1990-10-27,872,,My Deposit
1209,1996-7-28,873,,My Deposit
1210,2005-9-19,874,,My Deposit
1211,2002-5-11,875,,My Deposit
1212,1994-7-12,876,,My Deposit
1213,1999-3-24,877,,My Deposit
1214,2008-11-17,878,,My Deposit
1215,2014-8-26,879,,My Deposit
1216,2003-4-28,880,,My Deposit
1217,2006-10-3,881,,My Deposit
1218,2009-10-20,882,,My Deposit
1219,2000-2-23,883,,My Deposit
1220,1994-6-12,884,,My Deposit
1221,1991-9-25,885,,My Deposit
1222,2011-2-8,886,,My Deposit
1223,2012-9-20,887,,My Deposit
1224,2016-12-6,888,,My Deposit
1225,2018-9-28,889,,My Deposit
1226,1993-8-28,890,,My Deposit
1227,2012-9-14,891,,My Deposit
1228,2002-12-1,892,,My Deposit
1229,2019-1-11,893,,My Deposit
1230,2017-6-3,894,,My Deposit
1231,2015-11-26,895,,My Deposit
1232,2008-2-23,896,,My Deposit
1233,2013-8-2,897,,My Deposit
1234,2020-3-27,898,,My Deposit
1235,2017-3-6,899,,My Deposit
1236,1996-10-31,1,644,My Transfer
1237,2012-9-6,2,234,My Transfer
1238,1994-1-26,3,367,My Transfer
1239,2011-6-19,4,274,My Transfer
1240,2013-9-2,5,188,My Transfer
1241,2017-1-1,6,520,My Transfer
1242,2011-12-3,7,511,My Transfer
1243,1996-12-16,8,230,My Transfer
1244,2012-10-12,9,721,My Transfer
1245,2015-7-7,10,4,My Transfer
1246,1995-7-22,11,742,My Transfer
1247,2014-1-25,12,56,My Transfer
1248,2004-3-4,13,373,My Transfer
1249,1997-6-27,14,299,My Transfer
1250,2010-6-11,15,62,My Transfer
1251,1995-6-22,16,692,My Transfer
1252,1991-1-11,17,167,My Transfer
1253,2017-8-25,18,162,My Transfer
1254,1996-10-17,19,589,My Transfer
1255,2013-6-3,20,225,My Transfer
1256,2014-3-16,21,885,My Transfer
1257,2003-3-28,22,412,My Transfer
1258,2000-12-7,23,727,My Transfer
1259,2006-10-4,24,195,My Transfer
1260,1999-10-5,25,68,My Transfer
1261,2016-7-27,26,71,My Transfer
1262,1997-11-24,27,208,My Transfer
1263,2004-8-25,28,897,My Transfer
1264,2002-10-12,29,762,My Transfer
1265,1990-9-5,30,71,My Transfer
1266,2003-9-7,31,84,My Transfer
1267,2008-5-26,32,40,My Transfer
1268,2001-7-27,33,98,My Transfer
1269,2013-10-15,34,811,My Transfer
1270,2009-9-4,35,366,My Transfer
1271,2004-3-2,36,390,My Transfer
1272,2010-11-2,37,176,My Transfer
1273,2009-8-30,38,813,My Transfer
1274,2000-5-22,39,465,My Transfer
1275,1998-2-10,40,63,My Transfer
1276,2018-4-18,41,69,My Transfer
1277,1999-7-19,42,52,My Transfer
1278,2017-6-10,43,54,My Transfer
1279,1991-5-9,44,27,My Transfer
1280,2014-10-22,45,180,My Transfer
1281,2002-5-27,46,373,My Transfer
1282,1991-11-18,47,253,My Transfer
1283,1993-2-14,48,148,My Transfer
1284,1991-10-7,49,544,My Transfer
1285,2014-8-1,50,143,My Transfer
1286,1997-12-31,51,47,My Transfer
1287,1994-12-24,52,116,My Transfer
1288,1997-4-3,53,149,My Transfer
1289,2016-9-12,54,877,My Transfer
1290,2010-1-25,55,234,My Transfer
1291,2019-5-2,56,43,My Transfer
1292,2000-10-6,57,403,My Transfer
1293,1994-1-26,58,893,My Transfer
1294,2012-2-16,59,464,My Transfer
1295,2008-10-5,60,289,My Transfer
1296,2010-4-28,61,714,My Transfer
1297,2015-4-20,62,747,My Transfer
1298,2004-9-18,63,252,My Transfer
1299,2004-3-25,64,428,My Transfer
1300,1996-4-11,65,628,My Transfer
1301,2009-10-12,66,81,My Transfer
1302,2010-9-12,67,507,My Transfer
1303,2000-2-24,68,508,My Transfer
1304,2015-2-20,69,425,My Transfer
1305,2006-7-31,70,183,My Transfer
1306,2014-12-24,71,323,My Transfer
1307,2007-1-31,72,287,My Transfer
1308,2001-5-29,73,410,My Transfer
1309,1998-3-6,74,646,My Transfer
1310,1994-3-4,75,722,My Transfer
1311,2012-11-21,76,160,My Transfer
1312,2010-9-4,77,700,My Transfer
1313,1994-8-21,78,845,My Transfer
1314,2019-4-28,79,804,My Transfer
1315,1992-9-4,80,295,My Transfer
1316,2013-5-7,81,685,My Transfer
1317,1997-2-11,82,318,My Transfer
1318,1997-12-21,83,226,My Transfer
1319,2010-3-10,84,110,My Transfer
1320,2009-5-23,85,540,My Transfer
1321,2007-3-21,86,366,My Transfer
1322,2009-3-30,87,23,My Transfer
1323,2018-10-12,88,523,My Transfer
1324,1996-8-15,89,761,My Transfer
1325,1993-11-5,90,8,My Transfer
1326,2016-6-1,91,483,My Transfer
1327,2016-1-29,92,173,My Transfer
1328,1996-9-20,93,534,My Transfer
1329,2015-9-25,94,565,My Transfer
1330,1996-9-5,95,622,My Transfer
1331,1998-6-20,96,814,My Transfer
1332,2003-1-18,97,894,My Transfer
1333,2000-6-24,98,852,My Transfer
1334,2015-5-7,99,423,My Transfer
1335,2006-1-29,100,30,My Transfer
1336,2018-12-17,101,757,My Transfer
1337,1990-10-8,102,729,My Transfer
1338,2003-8-4,103,64,My Transfer
1339,2012-11-13,104,690,My Transfer
1340,2009-8-9,105,518,My Transfer
1341,2016-10-2,106,598,My Transfer
1342,2010-8-3,107,337,My Transfer
1343,1999-5-31,108,103,My Transfer
1344,2009-8-7,109,857,My Transfer
1345,2012-9-19,110,694,My Transfer
1346,1999-7-15,111,404,My Transfer
1347,2019-3-30,112,385,My Transfer
1348,2006-7-18,113,41,My Transfer
1349,1999-4-17,114,167,My Transfer
1350,2016-2-6,115,701,My Transfer
1351,1999-7-8,116,53,My Transfer
1352,1995-8-2,117,878,My Transfer
1353,2003-5-13,118,860,My Transfer
1354,2001-6-20,119,631,My Transfer
1355,2005-3-30,120,325,My Transfer
1356,2002-3-8,121,860,My Transfer
1357,1994-3-9,122,16,My Transfer
1358,2004-6-24,123,300,My Transfer
1359,2009-4-20,124,872,My Transfer
1360,2007-6-2,125,754,My Transfer
1361,2006-11-25,126,880,My Transfer
1362,2015-5-21,127,826,My Transfer
1363,1991-6-14,128,195,My Transfer
1364,2009-12-30,129,264,My Transfer
1365,1994-11-25,130,325,My Transfer
1366,2000-1-15,131,60,My Transfer
1367,1993-10-10,132,592,My Transfer
1368,2018-5-27,133,194,My Transfer
1369,1998-12-22,134,840,My Transfer
1370,2019-1-8,135,799,My Transfer
1371,2014-6-15,136,755,My Transfer
1372,2000-8-12,137,611,My Transfer
1373,1998-7-19,138,332,My Transfer
1374,2010-4-25,139,305,My Transfer
1375,2001-5-30,140,813,My Transfer
1376,2004-11-10,141,20,My Transfer
1377,2016-9-13,142,813,My Transfer
1378,2011-7-30,143,389,My Transfer
1379,2019-8-11,144,108,My Transfer
1380,2019-11-5,145,224,My Transfer
1381,2018-4-20,146,524,My Transfer
1382,1991-7-29,147,113,My Transfer
1383,2000-8-23,148,134,My Transfer
1384,2015-12-27,149,837,My Transfer
1385,1994-10-21,150,351,My Transfer
1386,2013-6-6,151,749,My Transfer
1387,1991-7-12,152,632,My Transfer
1388,2018-9-20,153,219,My Transfer
1389,1997-12-19,154,759,My Transfer
1390,1990-11-17,155,414,My Transfer
1391,2019-5-6,156,249,My Transfer
1392,1998-10-21,157,549,My Transfer
1393,1995-6-12,158,545,My Transfer
1394,1996-8-24,159,756,My Transfer
1395,1995-5-21,160,718,My Transfer
1396,2003-3-2,161,562,My Transfer
1397,2003-11-7,162,251,My Transfer
1398,2012-9-20,163,169,My Transfer
1399,2008-2-13,164,317,My Transfer
1400,2004-9-20,165,557,My Transfer
1401,1991-1-3,166,770,My Transfer
1402,2005-9-17,167,898,My Transfer
1403,1990-5-14,168,582,My Transfer
1404,2004-3-5,169,244,My Transfer
1405,1992-6-4,170,166,My Transfer
1406,2008-10-29,171,326,My Transfer
1407,2000-3-31,172,442,My Transfer
1408,1996-3-2,173,82,My Transfer
1409,1992-10-19,174,407,My Transfer
1410,2012-8-4,175,248,My Transfer
1411,2006-11-6,176,344,My Transfer
1412,2009-4-18,177,479,My Transfer
1413,1995-10-17,178,804,My Transfer
1414,2005-11-24,179,825,My Transfer
1415,2004-2-27,180,205,My Transfer
1416,2015-4-16,181,613,My Transfer
1417,2001-2-28,182,778,My Transfer
1418,1991-6-1,183,214,My Transfer
1419,1991-6-17,184,296,My Transfer
1420,2003-9-25,185,202,My Transfer
1421,2008-5-1,186,864,My Transfer
1422,2001-12-27,187,419,My Transfer
1423,2005-6-19,188,48,My Transfer
1424,2008-6-22,189,380,My Transfer
1425,2012-10-27,190,74,My Transfer
1426,2012-11-29,191,233,My Transfer
1427,2017-1-28,192,890,My Transfer
1428,2005-12-22,193,301,My Transfer
1429,2009-12-21,194,217,My Transfer
1430,1992-7-21,195,319,My Transfer
1431,2011-6-7,196,894,My Transfer
1432,1993-6-3,197,387,My Transfer
1433,1997-8-20,198,337,My Transfer
1434,2015-8-27,199,445,My Transfer
1435,1996-4-2,200,229,My Transfer
1436,2020-5-4,201,12,My Transfer
1437,1996-10-11,202,632,My Transfer
1438,2012-11-26,203,280,My Transfer
1439,2017-12-7,204,345,My Transfer
1440,1998-1-16,205,561,My Transfer
1441,2005-4-12,206,825,My Transfer
1442,2002-11-23,207,563,My Transfer
1443,2001-8-27,208,538,My Transfer
1444,2017-3-14,209,574,My Transfer
1445,2017-7-20,210,42,My Transfer
1446,2000-11-30,211,296,My Transfer
1447,1997-6-12,212,216,My Transfer
1448,1991-1-31,213,804,My Transfer
1449,1997-10-21,214,892,My Transfer
1450,2005-11-30,215,528,My Transfer
1451,2015-10-27,216,247,My Transfer
1452,1998-11-5,217,899,My Transfer
1453,2011-11-21,218,425,My Transfer
1454,2014-4-6,219,565,My Transfer
1455,2014-1-1,220,770,My Transfer
1456,2001-9-25,221,355,My Transfer
1457,2005-4-30,222,641,My Transfer
1458,2005-5-29,223,713,My Transfer
1459,2018-1-31,224,716,My Transfer
1460,2005-9-18,225,835,My Transfer
1461,2005-7-14,226,148,My Transfer
1462,2018-9-30,227,735,My Transfer
1463,2006-6-13,228,478,My Transfer
1464,2000-8-19,229,790,My Transfer
1465,2004-12-22,230,441,My Transfer
1466,2010-3-3,231,519,My Transfer
1467,1998-11-22,232,180,My Transfer
1468,2015-8-2,233,800,My Transfer
1469,1991-8-27,234,312,My Transfer
1470,2007-11-3,235,555,My Transfer
1471,1993-7-11,236,519,My Transfer
1472,1995-7-1,237,230,My Transfer
1473,2014-12-21,238,614,My Transfer
1474,2017-11-20,239,768,My Transfer
1475,2011-4-22,240,796,My Transfer
1476,1996-12-27,241,321,My Transfer
1477,2008-9-18,242,866,My Transfer
1478,2016-5-14,243,686,My Transfer
1479,2016-2-26,244,886,My Transfer
1480,2019-3-11,245,722,My Transfer
1481,1999-10-6,246,132,My Transfer
1482,2012-1-6,247,199,My Transfer
1483,2015-7-20,248,23,My Transfer
1484,1994-3-13,249,26,My Transfer
1485,1999-7-29,250,302,My Transfer
1486,1990-5-24,251,840,My Transfer
1487,2013-5-6,252,368,My Transfer
1488,1996-9-8,253,626,My Transfer
1489,2002-9-22,254,588,My Transfer
